,model_name,mode,image_type,epoch,learning_rate,batch_size,batch_index,loss_batch,avg_train_loss_till_current_batch,avg_train_top1_acc_till_current_batch,avg_val_loss_till_current_batch,avg_val_top1_acc_till_current_batch,avg_test_loss_till_current_batch,avg_test_top1_acc_till_current_batch
0,parsbertminus1lastmodel,train,original,1,2e-05,32,1,1.1560627222061157,1.1560627222061157,18.75,,,,
1,parsbertminus1lastmodel,train,original,1,2e-05,32,2,1.0943740606307983,1.125218391418457,29.6875,,,,
2,parsbertminus1lastmodel,train,original,1,2e-05,32,3,1.140718936920166,1.1303852399190266,28.125,,,,
3,parsbertminus1lastmodel,train,original,1,2e-05,32,4,1.035461664199829,1.1066543459892273,32.8125,,,,
4,parsbertminus1lastmodel,train,original,1,2e-05,32,5,1.1078952550888062,1.106902527809143,32.5,,,,
5,parsbertminus1lastmodel,train,original,1,2e-05,32,6,1.100451946258545,1.1058274308840434,33.333333333333336,,,,
6,parsbertminus1lastmodel,train,original,1,2e-05,32,7,1.0534251928329468,1.098341396876744,34.375,,,,
7,parsbertminus1lastmodel,train,original,1,2e-05,32,8,1.159688949584961,1.106009840965271,33.203125,,,,
8,parsbertminus1lastmodel,train,original,1,2e-05,32,9,1.1253083944320679,1.108154124683804,33.333333333333336,,,,
9,parsbertminus1lastmodel,train,original,1,2e-05,32,10,1.0805193185806274,1.1053906440734864,34.6875,,,,
10,parsbertminus1lastmodel,train,original,1,2e-05,32,11,1.0986278057098389,1.104775840585882,35.22727272727273,,,,
11,parsbertminus1lastmodel,train,original,1,2e-05,32,12,1.0243252515792847,1.0980716248353322,35.9375,,,,
12,parsbertminus1lastmodel,train,original,1,2e-05,32,13,1.0699392557144165,1.0959075964414156,36.77884615384615,,,,
13,parsbertminus1lastmodel,train,original,1,2e-05,32,14,1.0859570503234863,1.0951968431472778,36.830357142857146,,,,
14,parsbertminus1lastmodel,train,original,1,2e-05,32,15,1.1092356443405151,1.096132763226827,36.458333333333336,,,,
15,parsbertminus1lastmodel,train,original,1,2e-05,32,16,0.9923850297927856,1.0896485298871994,37.6953125,,,,
16,parsbertminus1lastmodel,train,original,1,2e-05,32,17,1.0655970573425293,1.0882337373845719,37.31617647058823,,,,
17,parsbertminus1lastmodel,train,original,1,2e-05,32,18,0.9976098537445068,1.0831990771823459,38.19444444444444,,,,
18,parsbertminus1lastmodel,train,original,1,2e-05,32,19,1.0279321670532227,1.0802902924387079,38.81578947368421,,,,
19,parsbertminus1lastmodel,train,original,1,2e-05,32,20,1.1158721446990967,1.0820693850517273,38.75,,,,
20,parsbertminus1lastmodel,train,original,1,2e-05,32,21,1.0122920274734497,1.078746653738476,38.98809523809524,,,,
21,parsbertminus1lastmodel,train,original,1,2e-05,32,22,1.0093640089035034,1.0755928971550681,39.48863636363637,,,,
22,parsbertminus1lastmodel,train,original,1,2e-05,32,23,0.9475875496864319,1.0700274472651274,40.625,,,,
23,parsbertminus1lastmodel,train,original,1,2e-05,32,24,1.045142650604248,1.0689905807375908,40.625,,,,
24,parsbertminus1lastmodel,train,original,1,2e-05,32,25,1.013217568397522,1.066759660243988,40.875,,,,
25,parsbertminus1lastmodel,train,original,1,2e-05,32,26,0.9806493520736694,1.0634477253143604,41.46634615384615,,,,
26,parsbertminus1lastmodel,train,original,1,2e-05,32,27,1.008759617805481,1.0614222398510686,41.782407407407405,,,,
27,parsbertminus1lastmodel,train,original,1,2e-05,32,28,1.060286521911621,1.0613816784960883,41.517857142857146,,,,
28,parsbertminus1lastmodel,train,original,1,2e-05,32,29,0.98902428150177,1.0588865958411118,42.133620689655174,,,,
29,parsbertminus1lastmodel,train,original,1,2e-05,32,30,1.020500659942627,1.0576070646444957,42.8125,,,,
30,parsbertminus1lastmodel,train,original,1,2e-05,32,31,1.0053199529647827,1.0559203836225695,42.943548387096776,,,,
31,parsbertminus1lastmodel,train,original,1,2e-05,32,32,1.0198122262954712,1.0547920037060976,43.26171875,,,,
32,parsbertminus1lastmodel,train,original,1,2e-05,32,33,0.9750524759292603,1.0523756543795268,43.56060606060606,,,,
33,parsbertminus1lastmodel,train,original,1,2e-05,32,34,1.032174825668335,1.0517815123586094,43.56617647058823,,,,
34,parsbertminus1lastmodel,train,original,1,2e-05,32,35,0.981853723526001,1.0497835755348206,44.107142857142854,,,,
35,parsbertminus1lastmodel,train,original,1,2e-05,32,36,0.9961249232292175,1.0482930574152205,44.18402777777778,,,,
36,parsbertminus1lastmodel,train,original,1,2e-05,32,37,0.9310957789421082,1.0451255634024337,44.679054054054056,,,,
37,parsbertminus1lastmodel,train,original,1,2e-05,32,38,1.0019656419754028,1.0439897759964591,44.81907894736842,,,,
38,parsbertminus1lastmodel,train,original,1,2e-05,32,39,1.0098443031311035,1.0431142510511937,44.95192307692308,,,,
39,parsbertminus1lastmodel,train,original,1,2e-05,32,40,0.9961750507354736,1.0419407710433006,45.078125,,,,
40,parsbertminus1lastmodel,train,original,1,2e-05,32,41,1.0282293558120728,1.0416063462815635,45.1219512195122,,,,
41,parsbertminus1lastmodel,train,original,1,2e-05,32,42,0.9579689502716064,1.0396149797098977,45.535714285714285,,,,
42,parsbertminus1lastmodel,train,original,1,2e-05,32,43,0.90068519115448,1.0363840543946554,46.14825581395349,,,,
43,parsbertminus1lastmodel,train,original,1,2e-05,32,44,0.8266865015029907,1.031618200919845,46.73295454545455,,,,
44,parsbertminus1lastmodel,train,original,1,2e-05,32,45,0.9216155409812927,1.029173697365655,46.94444444444444,,,,
45,parsbertminus1lastmodel,train,original,1,2e-05,32,46,0.952798068523407,1.0275133576082147,47.14673913043478,,,,
46,parsbertminus1lastmodel,train,original,1,2e-05,32,47,0.9200522899627686,1.0252269519136308,47.53989361702128,,,,
47,parsbertminus1lastmodel,train,original,1,2e-05,32,48,0.9673420786857605,1.0240210170547168,47.786458333333336,,,,
48,parsbertminus1lastmodel,train,original,1,2e-05,32,49,0.7837816476821899,1.019118172781808,48.34183673469388,,,,
49,parsbertminus1lastmodel,train,original,1,2e-05,32,50,0.9617692232131958,1.0179711937904359,48.25,,,,
50,parsbertminus1lastmodel,train,original,1,2e-05,32,51,0.9228883385658264,1.0161068240801494,48.40686274509804,,,,
51,parsbertminus1lastmodel,train,original,1,2e-05,32,52,0.7671729326248169,1.0113196338598545,48.91826923076923,,,,
52,parsbertminus1lastmodel,train,original,1,2e-05,32,53,0.9181200861930847,1.009561151828406,49.056603773584904,,,,
53,parsbertminus1lastmodel,train,original,1,2e-05,32,54,0.9922991991043091,1.009241486037219,49.24768518518518,,,,
54,parsbertminus1lastmodel,train,original,1,2e-05,32,55,0.8894891738891602,1.0070641712708908,49.31818181818182,,,,
55,parsbertminus1lastmodel,train,original,1,2e-05,32,56,0.934489905834198,1.0057682022452354,49.27455357142857,,,,
56,parsbertminus1lastmodel,train,original,1,2e-05,32,57,0.929090678691864,1.0044229825337727,49.396929824561404,,,,
57,parsbertminus1lastmodel,train,original,1,2e-05,32,58,0.8714034557342529,1.0021295424165397,49.622844827586206,,,,
58,parsbertminus1lastmodel,train,original,1,2e-05,32,59,1.0110894441604614,1.002281405157962,49.36440677966102,,,,
59,parsbertminus1lastmodel,train,original,1,2e-05,32,60,0.8130446672439575,0.999127459526062,49.635416666666664,,,,
60,parsbertminus1lastmodel,train,original,1,2e-05,32,61,0.8749523758888245,0.9970918024172548,49.846311475409834,,,,
61,parsbertminus1lastmodel,train,original,1,2e-05,32,62,0.8362192511558533,0.9944970838485225,50.05040322580645,,,,
62,parsbertminus1lastmodel,train,original,1,2e-05,32,63,0.8449162840843201,0.992122785439567,50.24801587301587,,,,
63,parsbertminus1lastmodel,train,original,1,2e-05,32,64,0.9484127759933472,0.9914398165419698,50.244140625,,,,
64,parsbertminus1lastmodel,train,original,1,2e-05,32,65,0.9918380975723267,0.9914459439424368,50.19230769230769,,,,
65,parsbertminus1lastmodel,train,original,1,2e-05,32,66,0.9552788138389587,0.9908979571226871,50.09469696969697,,,,
66,parsbertminus1lastmodel,train,original,1,2e-05,32,67,0.7974679470062256,0.988010942046322,50.41977611940298,,,,
67,parsbertminus1lastmodel,train,original,1,2e-05,32,68,0.8909286260604858,0.9865832609288833,50.45955882352941,,,,
68,parsbertminus1lastmodel,train,original,1,2e-05,32,69,0.8566014170646667,0.9846994660902715,50.58876811594203,,,,
